File_Name,Bbox,Height,Width,Enumeration,Quad
train_283.png,"[1283.3333333333333, 459.25925925925924, 100.0, 262.03703703703707]",1316,2710,0,Upper Right
train_283.png,"[1200.0, 460.18518518518516, 90.74074074074065, 264.81481481481484]",1316,2710,1,Upper Right
train_283.png,"[1100.9259259259259, 451.85185185185185, 119.44444444444434, 302.7777777777777]",1316,2710,2,Upper Right
train_283.png,"[914.8148148148148, 466.66666666666663, 174.07407407407413, 312.03703703703707]",1316,2710,4,Upper Right
train_283.png,"[822.2222222222222, 484.25925925925924, 182.4074074074074, 317.5925925925926]",1316,2710,5,Upper Right
train_283.png,"[729.6296296296296, 494.4444444444444, 143.51851851851848, 289.81481481481484]",1316,2710,6,Upper Right
train_283.png,"[609.2592592592592, 500.92592592592587, 142.5925925925926, 254.62962962962968]",1316,2710,7,Upper Right
train_283.png,"[1377.7777777777776, 450.9259259259259, 100.0, 268.5185185185184]",1316,2710,0,Upper Left
train_283.png,"[1476.8518518518517, 460.18518518518516, 100.0, 246.29629629629625]",1316,2710,1,Upper Left
train_283.png,"[1555.5555555555554, 428.7037037037037, 137.96296296296305, 310.1851851851851]",1316,2710,2,Upper Left
train_283.png,"[1632.4074074074074, 497.2222222222222, 106.4814814814813, 255.55555555555554]",1316,2710,3,Upper Left
train_283.png,"[1723.148148148148, 492.59259259259255, 177.77777777777783, 303.70370370370364]",1316,2710,5,Upper Left
train_283.png,"[1868.5185185185185, 481.48148148148147, 128.7037037037037, 306.48148148148147]",1316,2710,6,Upper Left
train_283.png,"[1976.8518518518517, 508.3333333333333, 125.9259259259261, 274.99999999999994]",1316,2710,7,Upper Left
train_283.png,"[1368.5185185185185, 735.1851851851851, 74.07407407407413, 283.33333333333337]",1316,2710,0,Lower Left
train_283.png,"[1433.3333333333333, 726.8518518518518, 78.7037037037037, 255.55555555555554]",1316,2710,1,Lower Left
train_283.png,"[1494.4444444444443, 736.1111111111111, 99.07407407407413, 375.92592592592587]",1316,2710,2,Lower Left
train_283.png,"[1616.6666666666665, 756.4814814814814, 145.37037037037044, 337.03703703703707]",1316,2710,4,Lower Left
train_283.png,"[1742.5925925925924, 793.5185185185185, 265.7407407407409, 279.62962962962956]",1316,2710,6,Lower Left
train_283.png,"[1874.9999999999998, 777.51677852349, 218.51851851851848, 217.85359184688036]",1316,2710,7,Lower Left
train_283.png,"[1313.2780082987551, 739.4190871369294, 72.19917012448127, 247.71784232365144]",1316,2710,0,Lower Right
train_283.png,"[1250.2074688796679, 734.4398340248962, 85.06224066390041, 261.8257261410788]",1316,2710,1,Lower Right
train_283.png,"[1176.3485477178422, 739.0041493775933, 107.0539419087138, 359.75103734439824]",1316,2710,2,Lower Right
train_283.png,"[1100.0, 755.1867219917012, 96.6804979253111, 388.7966804979253]",1316,2710,3,Lower Right
train_283.png,"[1016.5975103734439, 777.1784232365145, 108.71369294605813, 356.01659751037334]",1316,2710,4,Lower Right
train_283.png,"[702.0746887966804, 790.8713692946058, 261.4107883817427, 306.22406639004157]",1316,2710,6,Lower Right
train_283.png,"[543.1535269709543, 752.6970954356846, 280.9128630705394, 272.19917012448127]",1316,2710,7,Lower Right
train_435.png,"[1321.3243243243244, 398.0270270270271, 78.37837837837833, 310.8108108108107]",1316,2788,0,Upper Right
train_435.png,"[1251.0540540540542, 398.0270270270271, 67.5675675675675, 297.2972972972973]",1316,2788,1,Upper Right
train_435.png,"[1180.7837837837837, 365.5945945945946, 78.37837837837833, 297.2972972972973]",1316,2788,2,Upper Right
train_435.png,"[1118.6216216216217, 330.4594594594595, 94.59459459459458, 313.51351351351354]",1316,2788,3,Upper Right
train_435.png,"[1037.5405405405406, 325.05405405405406, 113.51351351351354, 310.81081081081084]",1316,2788,4,Upper Right
train_435.png,"[924.0270270270271, 322.35135135135135, 156.75675675675666, 283.78378378378375]",1316,2788,5,Upper Right
train_435.png,"[813.2162162162163, 287.21621621621625, 224.32432432432438, 243.24324324324323]",1316,2788,6,Upper Right
train_435.png,"[794.2972972972973, 235.8648648648649, 159.45945945945948, 143.24324324324323]",1316,2788,7,Upper Right
train_435.png,"[1386.1891891891892, 400.7297297297297, 70.2702702702702, 286.48648648648657]",1316,2788,0,Upper Left
